address,top_rank,top_role,vote,chain,first_gas_funder_in_window,first_gas_timestamp_utc,first_gas_tx_hash,first_gas_value,all_incoming_native_count,all_incoming_native_total
0x487a5bbdc6091be0e27c0e8ea283047d94862538,7,staker,OTHER/YES,ethereum,,,,0.0,0,0.0
0x487a5bbdc6091be0e27c0e8ea283047d94862538,7,staker,OTHER/YES,polygon,,,,0.0,0,0.0
0x260d417fbd1716b1375cd311f8a6677c4a780b3a,7,delegate_hot_wallet,OTHER/YES,ethereum,,,,0.0,0,0.0
0x260d417fbd1716b1375cd311f8a6677c4a780b3a,7,delegate_hot_wallet,OTHER/YES,polygon,,,,0.0,0,0.0
0x8548682e561668a51f99124d998db97ff326e67e,8,staker,YES,ethereum,,,,0.0,0,0.0
0x8548682e561668a51f99124d998db97ff326e67e,8,staker,YES,polygon,,,,0.0,0,0.0
0xc03808e0af01563a739e408268d5517dd7d710f3,8,delegate_hot_wallet,YES,ethereum,,,,0.0,0,0.0
0xc03808e0af01563a739e408268d5517dd7d710f3,8,delegate_hot_wallet,YES,polygon,,,,0.0,0,0.0
0x6564c6c44ef87e3bb32d7987317869817380340c,9,staker,YES,ethereum,,,,0.0,0,0.0
0x6564c6c44ef87e3bb32d7987317869817380340c,9,staker,YES,polygon,,,,0.0,0,0.0
0xc636da66cfa5c363c4785835069dcaf85ab91feb,9,delegate_hot_wallet,YES,ethereum,,,,0.0,0,0.0
0xc636da66cfa5c363c4785835069dcaf85ab91feb,9,delegate_hot_wallet,YES,polygon,,,,0.0,0,0.0
0xeaf0f2eab859d1036ec14f8c4a1a7da8e4ef6aff,10,staker,YES,ethereum,,,,0.0,0,0.0
0xeaf0f2eab859d1036ec14f8c4a1a7da8e4ef6aff,10,staker,YES,polygon,,,,0.0,0,0.0
0xaf4c815cf13bc8671a2a12bde62aabec24651ccc,10,delegate_hot_wallet,YES,ethereum,,,,0.0,0,0.0
0xaf4c815cf13bc8671a2a12bde62aabec24651ccc,10,delegate_hot_wallet,YES,polygon,,,,0.0,0,0.0
0x66ca133ec691ca210251fcd4c963ba220515225a,11,staker,YES,ethereum,,,,0.0,0,0.0
0x66ca133ec691ca210251fcd4c963ba220515225a,11,staker,YES,polygon,,,,0.0,0,0.0
0x2108a6d1f32d1a932431d64e3328d1d45bd0520f,11,delegate_hot_wallet,YES,ethereum,,,,0.0,0,0.0
0x2108a6d1f32d1a932431d64e3328d1d45bd0520f,11,delegate_hot_wallet,YES,polygon,,,,0.0,0,0.0
0xdb2808ed6cf0b8b9686222689cf4f6e88e42b80a,12,staker,YES,ethereum,0xad017d30b90e8b5a024cc48f2db304508ccc2c5f,2026-04-24T09:15:35.000Z,0x20404cb3848f751c92a8f72c23e298d0dcd93267501bc06b9aefbef9ef39b467,0.0,4,3.0000000000000004e-09
0xdb2808ed6cf0b8b9686222689cf4f6e88e42b80a,12,staker,YES,polygon,,,,0.0,0,0.0
0xad0b860664a781cc164fc8ea36f81567ebec2c5f,12,delegate_hot_wallet,YES,ethereum,0xdb2808ed6cf0b8b9686222689cf4f6e88e42b80a,2026-04-24T09:13:35.000Z,0xe80aa45e5b92a91d093c7a514ec3e177276c67caeeba95b17039f7402537b31a,0.3835445436730547,2,0.7670890873461094
0xad0b860664a781cc164fc8ea36f81567ebec2c5f,12,delegate_hot_wallet,YES,polygon,,,,0.0,0,0.0
0xbec3396836c22ed69945d4951ca3fe7c2f520ff4,13,staker,YES,ethereum,,,,0.0,0,0.0
0xbec3396836c22ed69945d4951ca3fe7c2f520ff4,13,staker,YES,polygon,,,,0.0,0,0.0
0xa4c8e8d8983e53381b25967659a368f8e108aca2,13,delegate_hot_wallet,YES,ethereum,0xbec3396836c22ed69945d4951ca3fe7c2f520ff4,2026-04-16T09:31:59.000Z,0xb704972ae7ceee27a4c14e1b0f31f2a53c468576abf7d3f4f091e917bc907e5b,0.05,2,0.1
0xa4c8e8d8983e53381b25967659a368f8e108aca2,13,delegate_hot_wallet,YES,polygon,,,,0.0,0,0.0
0xf659a672600f7c9f6fac317f884f8c76357fd48b,14,staker,YES,ethereum,,,,0.0,0,0.0
0xf659a672600f7c9f6fac317f884f8c76357fd48b,14,staker,YES,polygon,,,,0.0,0,0.0
0x6147d56b02fabd35cd9fc2b80a60276cdf089521,14,delegate_hot_wallet,YES,ethereum,,,,0.0,0,0.0
0x6147d56b02fabd35cd9fc2b80a60276cdf089521,14,delegate_hot_wallet,YES,polygon,,,,0.0,0,0.0
0x992837530c9980e3db3d5ef9baf9fc3390408cee,15,staker,YES,ethereum,0x28c6c06298d514db089934071355e5743bf21d60,2026-04-25T20:57:47.000Z,0xb47efa837bbd8ed55694ffbaaa6bf0c0a80c500e8fb68e68a07ec0b7d8c1aa4b,0.7339652,1,0.7339652
0x992837530c9980e3db3d5ef9baf9fc3390408cee,15,staker,YES,polygon,,,,0.0,0,0.0
0xe36b79317a75b08384c33d21197c7e3273886873,15,delegate_hot_wallet,YES,ethereum,0x992837530c9980e3db3d5ef9baf9fc3390408cee,2026-04-25T21:04:11.000Z,0xd4eaa137828516667e55ea7645e4ef602a6b4be8b6d0700b48a0597c2c105d16,0.5,2,1.0
0xe36b79317a75b08384c33d21197c7e3273886873,15,delegate_hot_wallet,YES,polygon,,,,0.0,0,0.0
0xb73812cce6f5cb7ada40a134b4b16aefbdbb9472,16,staker,YES,ethereum,,,,0.0,0,0.0
0xb73812cce6f5cb7ada40a134b4b16aefbdbb9472,16,staker,YES,polygon,,,,0.0,0,0.0
