source,activityWallet,txHash,blockNumber,blockTimestampUTC,logIndex,batchIndex,eventType,operator,from,to,tokenId,rawAmount,amountAssuming6Decimals
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5662,0,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x05AE158caB5eEeF1741f7b1660F913c7da8B5323,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,104718292808309433767402444061650910790437726449955521731268760928480423099204,1282050,1.28205
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5662,1,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x05AE158caB5eEeF1741f7b1660F913c7da8B5323,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,109077864409172129917789250820055245630238807727951185347513063342440711098153,0,0
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5663,0,TransferSingle,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0000000000000000000000000000000000000000,104718292808309433767402444061650910790437726449955521731268760928480423099204,1282050,1.28205
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5672,0,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x06638bA38CcFE190178ecBE5E6Dea3D8CED53c2b,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,104718292808309433767402444061650910790437726449955521731268760928480423099204,6410255,6.410255
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5672,1,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x06638bA38CcFE190178ecBE5E6Dea3D8CED53c2b,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,109077864409172129917789250820055245630238807727951185347513063342440711098153,0,0
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5673,0,TransferSingle,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0000000000000000000000000000000000000000,104718292808309433767402444061650910790437726449955521731268760928480423099204,6410255,6.410255
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5682,0,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x07F13D115630896CcEDfa5952baBD67D7A29a1b9,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,104718292808309433767402444061650910790437726449955521731268760928480423099204,20000000,20
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5682,1,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x07F13D115630896CcEDfa5952baBD67D7A29a1b9,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,109077864409172129917789250820055245630238807727951185347513063342440711098153,0,0
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5683,0,TransferSingle,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0000000000000000000000000000000000000000,104718292808309433767402444061650910790437726449955521731268760928480423099204,20000000,20
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5692,0,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x08215f267C3a0447Ab2d3f258A9C69Fa71EBE9af,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,104718292808309433767402444061650910790437726449955521731268760928480423099204,739990000,739.99
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5692,1,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x08215f267C3a0447Ab2d3f258A9C69Fa71EBE9af,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,109077864409172129917789250820055245630238807727951185347513063342440711098153,0,0
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5693,0,TransferSingle,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0000000000000000000000000000000000000000,104718292808309433767402444061650910790437726449955521731268760928480423099204,739990000,739.99
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5702,0,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,104718292808309433767402444061650910790437726449955521731268760928480423099204,1000000000,1000
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5702,1,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,109077864409172129917789250820055245630238807727951185347513063342440711098153,0,0
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5703,0,TransferSingle,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0000000000000000000000000000000000000000,104718292808309433767402444061650910790437726449955521731268760928480423099204,1000000000,1000
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5712,0,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0E0fAd922edF8A64037Bce4A2B45e050EC4A72Cf,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,104718292808309433767402444061650910790437726449955521731268760928480423099204,29990000,29.99
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5712,1,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0E0fAd922edF8A64037Bce4A2B45e050EC4A72Cf,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,109077864409172129917789250820055245630238807727951185347513063342440711098153,0,0
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5713,0,TransferSingle,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0000000000000000000000000000000000000000,104718292808309433767402444061650910790437726449955521731268760928480423099204,29990000,29.99
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5722,0,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0E5f6021099c7150E1AaA150E46077Bf196FBD56,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,104718292808309433767402444061650910790437726449955521731268760928480423099204,5082188,5.082188
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5722,1,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0E5f6021099c7150E1AaA150E46077Bf196FBD56,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,109077864409172129917789250820055245630238807727951185347513063342440711098153,0,0
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5723,0,TransferSingle,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0000000000000000000000000000000000000000,104718292808309433767402444061650910790437726449955521731268760928480423099204,5082188,5.082188
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5732,0,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x101Ecc6D030795B4C8166fFfFE85C1BAd7D5d4DA,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,104718292808309433767402444061650910790437726449955521731268760928480423099204,30046332,30.046332
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5732,1,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x101Ecc6D030795B4C8166fFfFE85C1BAd7D5d4DA,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,109077864409172129917789250820055245630238807727951185347513063342440711098153,0,0
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5733,0,TransferSingle,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0000000000000000000000000000000000000000,104718292808309433767402444061650910790437726449955521731268760928480423099204,30046332,30.046332
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5742,0,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x12E688d4CF9aadB09353aAAd819587Dd87870714,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,104718292808309433767402444061650910790437726449955521731268760928480423099204,8391299,8.391299
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5742,1,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x12E688d4CF9aadB09353aAAd819587Dd87870714,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,109077864409172129917789250820055245630238807727951185347513063342440711098153,12930000,12.93
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5743,0,TransferSingle,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0000000000000000000000000000000000000000,104718292808309433767402444061650910790437726449955521731268760928480423099204,8391299,8.391299
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5744,0,TransferSingle,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0000000000000000000000000000000000000000,109077864409172129917789250820055245630238807727951185347513063342440711098153,12930000,12.93
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5753,0,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x13700C03360176A13794f5f1b4F3C5D7dd16B390,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,104718292808309433767402444061650910790437726449955521731268760928480423099204,3830342,3.830342
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5753,1,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x13700C03360176A13794f5f1b4F3C5D7dd16B390,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,109077864409172129917789250820055245630238807727951185347513063342440711098153,0,0
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5754,0,TransferSingle,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0000000000000000000000000000000000000000,104718292808309433767402444061650910790437726449955521731268760928480423099204,3830342,3.830342
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5763,0,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x1510507Ba86812E5998ddB8B45068241847f2402,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,104718292808309433767402444061650910790437726449955521731268760928480423099204,5000000,5
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5763,1,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x1510507Ba86812E5998ddB8B45068241847f2402,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,109077864409172129917789250820055245630238807727951185347513063342440711098153,0,0
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5764,0,TransferSingle,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0000000000000000000000000000000000000000,104718292808309433767402444061650910790437726449955521731268760928480423099204,5000000,5
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5773,0,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x185624d50f4175F18632d9EF101a12F6Ad8A79Dc,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,104718292808309433767402444061650910790437726449955521731268760928480423099204,7575755,7.575755
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5773,1,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x185624d50f4175F18632d9EF101a12F6Ad8A79Dc,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,109077864409172129917789250820055245630238807727951185347513063342440711098153,0,0
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5774,0,TransferSingle,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0000000000000000000000000000000000000000,104718292808309433767402444061650910790437726449955521731268760928480423099204,7575755,7.575755
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5783,0,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x1bf4185Dbb9CE1727B73083af17276A29393DEFA,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,104718292808309433767402444061650910790437726449955521731268760928480423099204,3076922,3.076922
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5783,1,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x1bf4185Dbb9CE1727B73083af17276A29393DEFA,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,109077864409172129917789250820055245630238807727951185347513063342440711098153,0,0
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5784,0,TransferSingle,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0000000000000000000000000000000000000000,104718292808309433767402444061650910790437726449955521731268760928480423099204,3076922,3.076922
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5793,0,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x1Ec6d95503c81C1F5Dc83d006BA81dC1E22b7eDb,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,104718292808309433767402444061650910790437726449955521731268760928480423099204,2208461763,2208.461763
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5793,1,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x1Ec6d95503c81C1F5Dc83d006BA81dC1E22b7eDb,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,109077864409172129917789250820055245630238807727951185347513063342440711098153,0,0
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5794,0,TransferSingle,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x0000000000000000000000000000000000000000,104718292808309433767402444061650910790437726449955521731268760928480423099204,2208461763,2208.461763
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5803,0,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x1FdA372Fe210424Aa424eA4cA7a789828e7A0187,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,104718292808309433767402444061650910790437726449955521731268760928480423099204,15873014,15.873014
sample_redeem_receipt,0x0C101db716b0D39F7b7431E7F5eDBC3Cc9adF96a,14064e8763acee49b1f66abf5ba80ef11369bd2c573387dc27a92770d5ad5ea7,88692039,2026-06-18T00:37:34+00:00,5803,1,TransferBatch,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,0x1FdA372Fe210424Aa424eA4cA7a789828e7A0187,0xF3cFb6a6eBFeB51876289Eb235719EB1C65252B0,109077864409172129917789250820055245630238807727951185347513063342440711098153,0,0
