wallet,name,uma_role,trade_timestamp_utc,side,outcome,size,price,notional_usd,trade_id,transaction_hash,is_cluster_member
0xc8ab97a9089a9ff7e6ef0688e6e591a066946418,ArmageddonRewardsBilly,UMA reward recipient,2026-06-17T21:16:53+00:00,BUY,Yes,400000.0,0.999,399600.0,,0x26e1b61200dacad0e83790468fae4b1fe4de25a7526e410a87298b592e6bcceb,True
