walletLower,wallet,sourceGroups,step11F_priority,patterns,priorityReasons,totalYESNotionalUSDC,targetMarketYESNotionalUSDC,futureMarketYESNotionalUSDC,firstRelevantYESBuyUTC,redeemActivityUSDCSize,step11DTokenPathRoles
0xb883a22a0fa91439c4ca14d726fc571745108c7d,0xb883a22a0fa91439c4ca14d726fc571745108c7d,YES_BUYER_PRIORITY,1,BOUGHT_TARGET_MARKET_ONLY,target-market YES buyer,51.896,51.896,0.0,2026-06-17T23:45:31+00:00,,
0xdb7182c004755d4ffb180ccb48414fa23a914a20,0xdb7182c004755d4ffb180ccb48414fa23a914a20,YES_BUYER_PRIORITY,1,BOUGHT_TARGET_MARKET_ONLY,target-market YES buyer,49.95,49.95,0.0,2026-06-17T23:01:34+00:00,,
0x122cdd9db64fd8dc3ebab813218e3effe21f821f,0x122cdd9db64fd8dc3ebab813218e3effe21f821f,YES_BUYER_PRIORITY,1,BOUGHT_TARGET_MARKET_ONLY,target-market YES buyer,19.98,19.98,0.0,2026-06-17T23:52:34+00:00,,
0x4da9074e692d616114e5fc4ca0a78e7551443f5d,0x4da9074e692d616114e5fc4ca0a78e7551443f5d,YES_BUYER_PRIORITY,1,BOUGHT_TARGET_MARKET_ONLY,target-market YES buyer,14.999989,14.999989,0.0,2026-06-17T23:45:32+00:00,,
0xd49d7b8c89a7ac72b0d6e84f0690e423637fc12b,0xd49d7b8c89a7ac72b0d6e84f0690e423637fc12b,YES_BUYER_PRIORITY,1,BOUGHT_TARGET_MARKET_ONLY,target-market YES buyer,11.459994,11.459994,0.0,2026-06-18T00:24:23+00:00,,
0x65649fc779c66dec9d2bb48edea367b06b6f47ce,0x65649fc779c66dec9d2bb48edea367b06b6f47ce,YES_BUYER_PRIORITY,1,BOUGHT_TARGET_MARKET_ONLY,target-market YES buyer,9.999998,9.999998,0.0,2026-06-17T23:38:32+00:00,,
0x06cb73531a43553e31a8ad031026d4b33f1af47f,0x06cb73531a43553e31a8ad031026d4b33f1af47f,YES_BUYER_PRIORITY,1,BOUGHT_TARGET_MARKET_ONLY,target-market YES buyer,9.898092,9.898092,0.0,2026-06-17T23:50:38+00:00,,
0xc70b6162e112e411986948a24b1bc259068fd2f2,0xc70b6162e112e411986948a24b1bc259068fd2f2,YES_BUYER_PRIORITY,1,BOUGHT_TARGET_MARKET_ONLY,target-market YES buyer,4.995,4.995,0.0,2026-06-17T23:50:04+00:00,,
0x0bc5aef547761739846f779f391747a9f9ec8b88,0x0bc5aef547761739846f779f391747a9f9ec8b88,YES_BUYER_PRIORITY,1,BOUGHT_TARGET_MARKET_ONLY,target-market YES buyer,2.129957,2.129957,0.0,2026-06-17T21:21:20+00:00,,
0x3746d575f37f1208fd3e6d891bd5ec1a3214ffa1,0x3746d575f37f1208fd3e6d891bd5ec1a3214ffa1,YES_BUYER_PRIORITY,1,BOUGHT_TARGET_MARKET_ONLY,target-market YES buyer,1.549998,1.549998,0.0,2026-06-17T23:38:32+00:00,,
0xfeb62967b03452ab34a1d4cba0c8207037655f3a,0xfeb62967b03452ab34a1d4cba0c8207037655f3a,YES_BUYER_PRIORITY,1,BOUGHT_TARGET_MARKET_ONLY,target-market YES buyer,1.499998,1.499998,0.0,2026-06-17T23:45:31+00:00,,
0x3da75ea5afc87759de410bae48c7ee2d34c302e1,0x3da75ea5afc87759de410bae48c7ee2d34c302e1,YES_BUYER_PRIORITY,1,BOUGHT_TARGET_MARKET_ONLY,target-market YES buyer,0.999999,0.999999,0.0,2026-06-17T21:21:22+00:00,,
0x6966d2f3a2e0727b0eaa180ba5b33dc645e053ed,0x6966d2f3a2e0727b0eaa180ba5b33dc645e053ed,YES_BUYER_PRIORITY,1,BOUGHT_TARGET_MARKET_ONLY,target-market YES buyer,0.999999,0.999999,0.0,2026-06-18T00:21:22+00:00,,
0xbb4d7631ef55f069f28b5441c500f035deaed388,0xbb4d7631ef55f069f28b5441c500f035deaed388,YES_BUYER_PRIORITY,1,BOUGHT_TARGET_MARKET_ONLY,target-market YES buyer,0.999999,0.999999,0.0,2026-06-17T23:40:01+00:00,,
0xfa37e3a6b6a937d4dafcfabab4a415841a5eed37,0xfa37e3a6b6a937d4dafcfabab4a415841a5eed37,YES_BUYER_PRIORITY,1,BOUGHT_TARGET_MARKET_ONLY,target-market YES buyer,0.999999,0.999999,0.0,2026-06-17T21:21:22+00:00,,
0xfc007e15e0da73525fd0d8e8e425df14a0820be0,0xfc007e15e0da73525fd0d8e8e425df14a0820be0,YES_BUYER_PRIORITY,2,BOUGHT_FUTURE_MARKETS_ONLY,future-only YES buyer with at least 25k notional exposure,97185.45726,0.0,97185.45726,2026-06-17T08:27:32+00:00,,
0x9ef582748baf671ee716075658b870ae747c5d4f,0x9ef582748baf671ee716075658b870ae747c5d4f,YES_BUYER_PRIORITY,2,BOUGHT_FUTURE_MARKETS_ONLY,future-only YES buyer with at least 25k notional exposure,93266.64,0.0,93266.64,2026-06-17T08:35:50+00:00,,
0xd5ccdf772f795547e299de57f47966e24de8dea4,0xd5ccdf772f795547e299de57f47966e24de8dea4,YES_BUYER_PRIORITY,2,BOUGHT_FUTURE_MARKETS_ONLY,future-only YES buyer with at least 25k notional exposure,83689.86363,0.0,83689.86363,2026-06-17T07:59:29+00:00,,
0x6ede3d5fa80c7035e151229d3ce8f303950f97a2,0x6ede3d5fa80c7035e151229d3ce8f303950f97a2,YES_BUYER_PRIORITY,2,BOUGHT_FUTURE_MARKETS_ONLY,future-only YES buyer with at least 25k notional exposure,82048.12743,0.0,82048.12743,2026-06-15T23:34:00+00:00,,
0x95074f700f93bdf6e62fc965e0832064c0877b04,0x95074f700f93bdf6e62fc965e0832064c0877b04,YES_BUYER_PRIORITY,2,BOUGHT_FUTURE_MARKETS_ONLY,future-only YES buyer with at least 25k notional exposure,76553.11384,0.0,76553.11384,2026-06-15T18:26:49+00:00,,
0x1dd46abe1feff9501b1a335b67baf0b2bbfda4ad,0x1dd46abe1feff9501b1a335b67baf0b2bbfda4ad,YES_BUYER_PRIORITY,2,BOUGHT_FUTURE_MARKETS_ONLY,future-only YES buyer with at least 25k notional exposure,74774.993353,0.0,74774.993353,2026-06-17T18:43:55+00:00,,
0xd1c769317bd15de7768a70d0214cf0bbcc531d2b,0xd1c769317bd15de7768a70d0214cf0bbcc531d2b,YES_BUYER_PRIORITY,2,BOUGHT_FUTURE_MARKETS_ONLY,future-only YES buyer with at least 25k notional exposure,58828.01038,0.0,58828.01038,2026-06-17T07:58:19+00:00,,
0x47ab026767cc320ac6e62f6ec747d59cf4d795df,0x47ab026767cc320ac6e62f6ec747d59cf4d795df,YES_BUYER_PRIORITY,2,BOUGHT_FUTURE_MARKETS_ONLY,future-only YES buyer with at least 25k notional exposure,56329.276956,0.0,56329.276956,2026-06-15T20:06:19+00:00,,
0x99bd7971cc56bbf3886bec226ddbf61752993d62,0x99bd7971cc56bbf3886bec226ddbf61752993d62,YES_BUYER_PRIORITY,2,BOUGHT_FUTURE_MARKETS_ONLY,future-only YES buyer with at least 25k notional exposure,55587.82156,0.0,55587.82156,2026-06-17T08:27:35+00:00,,
0x6049761986af66cd8e78997c940766bd69c7f14f,0x6049761986af66cd8e78997c940766bd69c7f14f,YES_BUYER_PRIORITY,2,BOUGHT_FUTURE_MARKETS_ONLY,future-only YES buyer with at least 25k notional exposure,55226.43828,0.0,55226.43828,2026-06-17T16:23:43+00:00,,
0xdd0a22a520624502c92c8b5138ad70669ca2c642,0xdd0a22a520624502c92c8b5138ad70669ca2c642,YES_BUYER_PRIORITY,2,BOUGHT_FUTURE_MARKETS_ONLY,future-only YES buyer with at least 25k notional exposure,48179.08782,0.0,48179.08782,2026-06-17T18:56:58+00:00,,
0xfcbe0acc4eb7e57831eb405f9dd97d1f149a60bc,0xfcbe0acc4eb7e57831eb405f9dd97d1f149a60bc,YES_BUYER_PRIORITY,2,BOUGHT_FUTURE_MARKETS_ONLY,future-only YES buyer with at least 25k notional exposure,39960.0,0.0,39960.0,2026-06-17T15:37:19+00:00,,
0x48185887c8dc95de60ee89722f1d0ee7894cbf0b,0x48185887c8dc95de60ee89722f1d0ee7894cbf0b,YES_BUYER_PRIORITY,2,BOUGHT_FUTURE_MARKETS_ONLY,future-only YES buyer with at least 25k notional exposure,36753.7095,0.0,36753.7095,2026-06-17T03:09:01+00:00,,
0x33ab58e55895f39619815d31dfc92d90d65f9523,0x33ab58e55895f39619815d31dfc92d90d65f9523,YES_BUYER_PRIORITY,2,BOUGHT_FUTURE_MARKETS_ONLY,future-only YES buyer with at least 25k notional exposure,34965.0,0.0,34965.0,2026-06-17T16:34:08+00:00,,
0x828d1dc3586d7aacbc8de4916685690b1453c9a5,0x828d1dc3586d7aacbc8de4916685690b1453c9a5,YES_BUYER_PRIORITY,2,BOUGHT_FUTURE_MARKETS_ONLY,future-only YES buyer with at least 25k notional exposure,31968.0,0.0,31968.0,2026-06-17T15:45:56+00:00,,
0x9ad091ca2e8f1bd69f27662edcb49dceeaa5bf3d,0x9ad091ca2e8f1bd69f27662edcb49dceeaa5bf3d,YES_BUYER_PRIORITY,2,BOUGHT_FUTURE_MARKETS_ONLY,future-only YES buyer with at least 25k notional exposure,31877.913058,0.0,31877.913058,2026-06-16T02:41:03+00:00,,
0x4a1a27c4af018a874e97e551410953cb29e70208,0x4a1a27c4af018a874e97e551410953cb29e70208,YES_BUYER_PRIORITY,2,BOUGHT_FUTURE_MARKETS_ONLY,future-only YES buyer with at least 25k notional exposure,30117.61224,0.0,30117.61224,2026-06-17T15:11:52+00:00,,
0xde7be6d489bce070a959e0cb813128ae659b5f4b,0xde7be6d489bce070a959e0cb813128ae659b5f4b,YES_BUYER_PRIORITY,2,BOUGHT_FUTURE_MARKETS_ONLY,future-only YES buyer with at least 25k notional exposure,28479.73666,0.0,28479.73666,2026-06-17T18:17:46+00:00,,
