conditionId,relationType,question,slug,marketId,questionID,endDate,outcomes,clobTokenIds,yesTokenId,noTokenId
0xd86a816093fcd0a0e1ca440bc5ce199bd3c5a8d6139e044b076958164f8c5423,TARGET_MARKET,"US x Iran permanent peace deal by June 15, 2026?",us-x-iran-permanent-peace-deal-by-june-15-2026-734-856-129,,0xb0bca505e898b79087fd5057f67c181f661d13ca1a5a091a3db0978a30de125b,,,,5904694069529905826680225678119990013628860098514322777023141327768111791078,59855952379545476461266875939089074481171378466995213858930892770855011813551
