proxyWalletsFromRedeemActivity,selectedWalletRole,tokenContract,from,to,valueRaw,valueAssuming6Decimals,blockNumber,blockTimestampUTC,transactionHash,logIndex
0x4c358f830cea4ee26a301ed0faef418bc149fcfe,TO_SELECTED_WALLET,0xc011a7e12a19f7b1f670d46f03b03f3342e82dfb,0x0000000000000000000000000000000000000000,0x4c358f830cea4ee26a301ed0faef418bc149fcfe,4123472190000,4123472.19,88691827,2026-06-18T00:32:16+00:00,0x67b33b9dead3d716a3ec176c2a5613c0becbb9d5b12962fec8848503911a3cbc,3207
0x54b56146656e7eef9da02b3a030c18e06e924b31,TO_SELECTED_WALLET,0xc011a7e12a19f7b1f670d46f03b03f3342e82dfb,0x0000000000000000000000000000000000000000,0x54b56146656e7eef9da02b3a030c18e06e924b31,30000004452,30000.004452,88691827,2026-06-18T00:32:16+00:00,0xb276e18373243a758cf4590f6ec8ecf2910783457a318cb2b45e2d6ff37eb189,3450
0x648bad7080caa1a9931b2774b20e87eca75900ba,TO_SELECTED_WALLET,0xc011a7e12a19f7b1f670d46f03b03f3342e82dfb,0x0000000000000000000000000000000000000000,0x648bad7080caa1a9931b2774b20e87eca75900ba,10996365,10.996365,88691827,2026-06-18T00:32:16+00:00,0x1401018dd1ab3182f900c90f23f8c947a92a8fb20190f3f2d51d0b03fe0841ba,3535
0x5ccf62ac8155e49bc7d021a1a66e9ef18f5579d7,TO_SELECTED_WALLET,0xc011a7e12a19f7b1f670d46f03b03f3342e82dfb,0x0000000000000000000000000000000000000000,0x5ccf62ac8155e49bc7d021a1a66e9ef18f5579d7,47500004481,47500.004481,88691827,2026-06-18T00:32:16+00:00,0xa608cde25b1e25ae2b5ea3935095e20b948dd1eff645e5160465b8fdfab7e20a,4559
0x731a241767938bb23d1b2fac4c9cd2f3cea9033f,TO_SELECTED_WALLET,0xc011a7e12a19f7b1f670d46f03b03f3342e82dfb,0x0000000000000000000000000000000000000000,0x731a241767938bb23d1b2fac4c9cd2f3cea9033f,5000000000,5000.0,88691827,2026-06-18T00:32:16+00:00,0x74079cfe3a1f22433f05ee1edd5aa876eb2fc2ab7ec4ae25426e90c08f08f990,4912
0xa6f8220dfac596335d6b6719f2a2c7b451cc316d,TO_SELECTED_WALLET,0xc011a7e12a19f7b1f670d46f03b03f3342e82dfb,0x0000000000000000000000000000000000000000,0xa6f8220dfac596335d6b6719f2a2c7b451cc316d,47981490000,47981.49,88691827,2026-06-18T00:32:16+00:00,0xc7622865c455bf6120099e9378b3123bfd70457c8b1106735a0755fca0757e13,5528
0x2200b75c27835935a40308779b5656c09ab40f2d,TO_SELECTED_WALLET,0xc011a7e12a19f7b1f670d46f03b03f3342e82dfb,0x0000000000000000000000000000000000000000,0x2200b75c27835935a40308779b5656c09ab40f2d,40342895059,40342.895059,88691827,2026-06-18T00:32:16+00:00,0x92a78b5c3611315a9e63d619929dc832bc9aff51d070e9d9124ba5f984d261f7,5836
0x2fa801da750904fc348ccb9315a0b892377d4359,TO_SELECTED_WALLET,0xc011a7e12a19f7b1f670d46f03b03f3342e82dfb,0x0000000000000000000000000000000000000000,0x2fa801da750904fc348ccb9315a0b892377d4359,704174755,704.174755,88691827,2026-06-18T00:32:16+00:00,0x9f2b1c59530243ac089f22a29efd05a94bb89839b20abfc3766515216cf339b4,6082
0x44c1dfe43260c94ed4f1d00de2e1f80fb113ebc1,TO_SELECTED_WALLET,0xc011a7e12a19f7b1f670d46f03b03f3342e82dfb,0x0000000000000000000000000000000000000000,0x44c1dfe43260c94ed4f1d00de2e1f80fb113ebc1,385741613626,385741.613626,88691827,2026-06-18T00:32:16+00:00,0x402b1e869bf632beff1568f63436d3fcb2a43dbb2139d47cb75cdf3fbe556861,6685
0x7c3db723f1d4d8cb9c550095203b686cb11e5c6b,TO_SELECTED_WALLET,0xc011a7e12a19f7b1f670d46f03b03f3342e82dfb,0x0000000000000000000000000000000000000000,0x7c3db723f1d4d8cb9c550095203b686cb11e5c6b,262889964430,262889.96443,88691828,2026-06-18T00:32:17+00:00,0x33831eb70a6caa00f30527e544012fd1585f9ef45da82a342543b68950c23c6a,992
0x631c2b93ff03c21d29b2b73af4ff965e88ea450f,TO_SELECTED_WALLET,0xc011a7e12a19f7b1f670d46f03b03f3342e82dfb,0x0000000000000000000000000000000000000000,0x631c2b93ff03c21d29b2b73af4ff965e88ea450f,44781250710,44781.25071,88691828,2026-06-18T00:32:17+00:00,0x06d78c2ebebb696f6d7f802fa2e6e985290f159c1f057c770d013fd1475746f9,1199
0x88edd092d799556111e57ff3b2107e24dd406cfb,TO_SELECTED_WALLET,0xc011a7e12a19f7b1f670d46f03b03f3342e82dfb,0x0000000000000000000000000000000000000000,0x88edd092d799556111e57ff3b2107e24dd406cfb,236369770000,236369.77,88691828,2026-06-18T00:32:17+00:00,0x8d94f052dc87a754cca6e31beb0ed250d23c29758e4368b99a3635ee4b908022,1794
0xc4086b708cd3a50880b7069add1a1a80000f4675,TO_SELECTED_WALLET,0xc011a7e12a19f7b1f670d46f03b03f3342e82dfb,0x0000000000000000000000000000000000000000,0xc4086b708cd3a50880b7069add1a1a80000f4675,67000046358,67000.046358,88691828,2026-06-18T00:32:17+00:00,0x9511e9f2e71e64e48395522cabca1cd7c5ea68cb7b32f978adebe83ecffec708,3147
0xdbc45db6ba0618e6182109854e8d19a77b4f4347,TO_SELECTED_WALLET,0xc011a7e12a19f7b1f670d46f03b03f3342e82dfb,0x0000000000000000000000000000000000000000,0xdbc45db6ba0618e6182109854e8d19a77b4f4347,182558906,182.558906,88691828,2026-06-18T00:32:17+00:00,0xdd214d76ad8bafb13e2f47981dc0a3a15d43f05de92455cab81fd6c3855ceea4,3757
0x8ebfdc251c6c378d4a3a54a8f15cebfa4b9183ce,TO_SELECTED_WALLET,0xc011a7e12a19f7b1f670d46f03b03f3342e82dfb,0x0000000000000000000000000000000000000000,0x8ebfdc251c6c378d4a3a54a8f15cebfa4b9183ce,0,0.0,88691828,2026-06-18T00:32:17+00:00,0xa881f12f8f5bbcc4d4e9443b4d64dced1917fce0c80e5f916e009135d0479e88,4990
0xed107a85a4585a381e48c7f7ca4144909e7dd2e5,TO_SELECTED_WALLET,0xc011a7e12a19f7b1f670d46f03b03f3342e82dfb,0x0000000000000000000000000000000000000000,0xed107a85a4585a381e48c7f7ca4144909e7dd2e5,2097126996372,2097126.996372,88691829,2026-06-18T00:32:19+00:00,0xf8c1954370e16d6539124061de95fd0f202eec5664ea6856c75244c4ed64e4fd,1812
